x1,x2,y
-44.609997,32.41967,7
-2.873511,60.412903,2
22.033852,-8.385503,2
54.206844,56.789047,2
-22.51986,32.609722,8
-8.244292,-6.5167236,4
60.221066,29.93165,2
41.778305,-23.57612,8
39.109444,-6.372,8
13.271331,66.70999,2
66.97051,34.60894,2
-33.343334,10.8562155,4
7.583154,-0.7562642,4
-16.173353,-33.128273,5
-45.060246,20.160793,7
-13.386323,-38.77419,4
7.7762465,7.8183923,8
41.44834,32.69534,2
-16.92224,10.006464,7
17.528227,-23.25061,0
24.52196,31.789452,2
52.801235,56.431824,2
-19.427767,28.890556,5
30.784506,-39.511467,9
2.8759398,-10.784531,4
7.502371,-23.32143,5
17.795193,10.349141,9
1.9483402,15.01511,7
-44.866497,30.144367,7
50.77721,33.088154,2
30.07533,-12.246251,2
40.184357,62.09682,2
30.392311,-10.982259,2
45.8877,54.125175,2
39.19476,52.11782,8
-21.03283,67.521645,2
-60.524967,20.03589,8
10.639713,69.85999,2
33.099022,-7.1902194,4
9.729738,-32.819344,8
-12.646884,-43.148155,8
33.26354,48.18601,2
32.895626,-36.689266,8
36.90296,28.130247,2
-23.74453,62.648853,2
34.891872,36.7514,2
-7.760341,-3.527297,2
69.40291,-0.9860404,2
17.313322,-24.897503,8
60.134563,-31.92851,2
18.012894,-11.351034,2
-15.305797,-3.7963881,4
5.348918,-17.93368,4
-56.50899,-26.171188,7
31.340975,-14.134038,2
15.777706,-0.04953275,4
38.696533,1.6949415,4
14.199677,56.17137,2
67.33507,-2.0753975,2
46.26484,59.135437,2
-31.92312,26.597784,4
7.797778,22.866997,5
4.0064573,-25.754248,8
-56.16922,35.42804,8
10.225835,-9.524058,4
-38.03325,17.227722,4
-14.030495,57.457703,2
38.83799,-22.97381,8
7.6134157,0.19790922,4
31.32358,44.869743,2
70.08624,27.448288,6
-61.28586,20.959513,8
40.69934,-63.74489,8
-56.163525,37.60193,6
-33.297394,-63.012337,4
60.250343,43.530216,2
43.7719,1.6944718,4
-44.343266,1.2584654,6
5.474899,63.081577,2
-29.244263,-26.671545,6
40.166306,-20.219944,4
-29.284336,6.1054926,7
10.966554,72.58788,2
-49.791275,28.714582,7
30.218246,-0.47778174,1
-8.928621,20.524832,6
68.6567,30.14996,2
-7.537194,40.054478,2
8.623952,40.600563,2
51.860725,32.21991,2
49.689953,18.113886,5
-10.147698,-51.815063,6
-56.13096,-17.298855,6
-74.63291,-15.96675,8
-24.913713,-8.834352,6
-1.4629687,49.430088,2
51.1011,-22.47123,8
-29.682587,27.278858,8
-3.3984773,-27.355343,6
-8.448787,-28.62012,8
-38.0929,-10.056877,7
-50.970436,-29.944168,6
30.377865,35.445244,6
-33.96471,-60.94374,7
-10.164251,3.12626,4
11.510028,12.924568,6
-68.940025,-4.375126,8
12.248701,-47.338512,6
-60.77167,8.8579445,8
-8.406737,39.686268,6
-12.491424,39.28992,2
28.447437,-11.039204,8
14.700967,-47.39655,6
-51.765495,48.085037,8
24.068886,7.1929502,1
9.722834,-7.751064,4
-1.0714664,-60.190052,2
36.649525,28.13042,2
-21.730833,-49.978893,6
21.222054,48.807602,2
25.35594,67.797714,6
-16.330862,-33.123024,6
21.213732,-21.94834,6
-53.16275,-41.70254,6
38.39659,9.67469,4
-33.03429,0.9754718,6
-33.446495,-20.418419,6
65.430595,-3.694258,2
37.294174,-5.843322,6
5.0526805,-30.627571,5
-1.3396045,17.113243,6
-49.180786,-44.809254,6
-33.76961,37.60827,7
49.498062,11.166366,2
4.569958,2.182527,4
-53.505745,-26.308989,6
-49.54093,16.854527,7
-18.904331,-32.75278,8
2.2039263,5.9088864,4
-22.10701,19.555326,6
11.031537,-67.95741,2
-16.11516,-1.9006835,4
28.519001,51.367687,2
-15.92322,-12.007545,4
52.695652,-53.702095,5
25.632961,51.419044,2
29.931515,-17.579998,6
-13.524767,-27.768456,5
-57.58638,31.864393,7
54.926514,21.928991,6
-22.710152,-42.163,6
-20.26719,29.089691,6
-51.282726,-40.180946,6
-15.559727,-14.846139,4
10.918034,-4.675547,4
-33.20762,-61.521404,6
66.81816,16.330683,2
56.46299,-38.807938,2
-4.56177,16.748524,8
-24.390745,68.28674,2
-17.623323,43.745327,4
41.95525,31.867277,2
6.812279,8.302472,4
5.945182,-46.43508,6
-13.718053,19.847973,8
-28.635536,-21.617144,8
62.714783,1.9948654,2
-7.768522,-37.288837,6
28.345577,51.956856,2
18.003359,41.03308,6
-1.314144,64.6433,2
59.360863,-13.09756,9
-55.219006,4.6621947,8
19.501486,18.665535,7
-7.548477,6.125776,4
47.046757,-51.23849,5
-5.6084676,-7.432775,4
-1.6313053,-13.0381565,2
59.782223,30.072588,2
30.984049,-43.69634,6
34.464527,25.827816,6
3.672953,-39.38801,6
-37.276817,37.984337,7
-31.43884,-20.079401,7
-9.602241,74.19173,2
59.273354,-13.221011,9
-24.052256,21.42519,6
21.801208,8.508923,1
49.182873,-21.327345,6
54.07409,19.236116,2
11.335744,-37.385677,6
-22.786201,-22.519018,8
23.748772,-7.16946,9
64.307556,-16.483387,9
-9.023325,-53.644554,8
-53.559853,50.871735,8
21.134483,59.391655,2
5.885699,-57.1881,6
-10.958257,-50.957073,8
29.026201,3.7091432,8
-36.453495,-18.99721,6
31.253614,-27.933048,6
-54.664665,0.8965104,8
41.460304,-23.228506,5
-0.33094597,53.354904,2
-20.865423,45.455902,2
-7.4165363,-70.243324,6
12.00976,-70.13636,8
-10.5142565,28.330061,6
59.86104,29.289278,2
58.525146,-3.3482761,2
-10.041806,7.764145,4
-1.2600889,-21.632816,6
69.65067,16.183533,2
18.956873,-12.493302,6
58.606964,-11.476534,9
-12.132498,-70.90856,6
-33.55926,-59.13891,8
-4.979352,66.415405,2
-20.362118,9.42899,8
-40.09794,-33.302803,7
-15.293618,-39.69864,8
60.488464,-32.727787,2
-75.80579,-15.151482,8
-23.360683,-6.9041,2
-31.603416,-49.942142,6
-46.457516,45.73442,8
18.436724,47.83087,2
67.044,34.457474,2
11.242397,17.794014,6
-1.9215071,-36.187195,6
11.945939,14.230471,2
-42.99978,-61.27002,6
-29.119099,-34.893684,6
47.841473,-21.777874,6
-12.6164665,-67.341896,6
19.689932,-32.28048,2
26.9936,51.998688,2
-52.284462,-6.5592675,8
56.86813,-19.194904,9
24.682997,20.48503,2
-7.5619345,-74.796814,6
-56.973824,-31.29121,6
-53.37758,3.9384043,8
14.97062,-58.107807,6
62.661686,2.2620625,2
34.163776,7.590597,4
-36.552498,60.73786,6
49.861717,-32.560406,2
17.197506,-5.732505,2
28.91436,-27.082666,2
3.877125,-21.897133,8
35.1153,-40.747536,5
20.873869,-71.69314,8
37.086624,-6.673559,8
24.18731,-34.597984,6
1.5896316,-3.5221515,4
-13.899523,10.016812,8
-34.503548,19.901215,4
-30.716633,6.8666077,6
57.03903,-10.869632,9
47.53535,-42.5079,2
32.1198,10.257584,4
1.5158097,44.77708,2
-12.593784,26.349464,6
-19.051165,59.20214,2
-50.909874,-41.565853,6
-70.6455,7.531385,8
16.120783,-11.364833,1
-32.29429,-25.657938,8
59.93786,-12.273894,9
-0.6047304,-43.422882,6
13.263707,-48.715412,6
24.064283,7.9447765,1
17.53137,61.631535,2
-70.2479,11.813232,8
27.646545,-9.673205,5
23.784025,34.517418,2
-26.556961,8.960325,7
58.181877,-11.20758,4
40.76295,39.569958,9
-16.311342,-1.4250104,4
53.35553,23.21731,2
15.72567,15.975256,7
25.199688,-31.473091,6
18.721758,-58.008,6
20.14168,58.401844,2
-14.258872,26.423231,7
-18.606007,32.714104,2
-27.331816,-21.600006,8
-26.639038,-38.4659,6
26.889442,-20.034706,6
18.33607,48.354717,2
-22.161724,23.158598,6
-37.265644,35.84031,7
11.017924,48.457344,2
-10.541169,72.671715,2
-14.34467,25.482777,6
4.829167,74.4603,2
-14.620054,-39.720486,6
-13.305704,13.3796835,5
-2.672674,-9.819687,6
-59.550884,20.938953,8
-56.0333,-24.30902,6
27.783894,-11.524165,6
21.207827,-41.36606,6
-31.45215,24.175047,6
18.447031,-18.831102,4
29.731468,-37.692673,5
71.36324,-11.466175,2
-16.99838,24.273478,4
-44.818207,-32.353897,6
-17.856142,73.39219,2
-50.590153,-24.13149,6
-57.990612,3.55694,8
-19.942839,-8.46475,6
35.643723,28.394512,2
-25.998074,-8.43648,6
5.6808853,17.576405,2
-25.961826,26.631924,6
-20.420525,-14.47385,6
7.582216,-43.87658,6
20.365675,-72.908264,8
-42.960346,-60.808987,6
-5.20229,-19.483725,4
-2.5662217,3.6592693,4
24.046858,-64.45666,6
13.88809,-1.1683713,4
-19.232023,21.081451,6
-18.877392,-13.352097,6
44.42106,-25.14878,5
5.8290486,27.359728,6
-8.019727,4.1678705,4
-45.52493,21.115135,7
61.627693,13.582479,2
24.538546,-34.05756,6
10.872796,72.23138,2
-28.174162,5.6127663,6
-38.964767,6.3283067,6
-48.5885,-19.637989,8
-15.964761,30.225882,4
-11.945343,-1.8463575,4
25.410574,-49.96358,6
-8.556407,-39.618767,6
-16.79443,-51.431183,6
8.632116,-55.026146,6
48.205227,50.17104,2
-9.895496,19.302309,6
-59.37695,-32.62844,6
-7.4197693,-74.86339,6
41.963707,27.766193,2
-21.328651,52.497185,2
48.110374,-51.306725,8
12.104994,-46.13769,6
56.441364,1.6471064,2
-20.76508,74.6383,2
-17.791763,27.077099,8
-0.3677105,50.24523,2
17.87007,-45.47671,6
13.587073,56.52123,2
-28.732908,19.72122,6
-13.050224,21.029772,6
-18.63179,71.96137,2
39.361526,-46.159637,5
17.29396,-38.77929,6
28.41185,-3.2175958,1
-61.014683,-7.8435025,8
-15.452194,26.083014,6
-26.2162,23.559616,6
16.848068,-23.023018,6
-56.156162,37.406796,7
-23.688663,22.92697,6
-44.66507,32.378483,7
0.3199555,-44.640774,8
-62.591015,19.485758,8
-16.862526,-73.421074,6
57.91658,-31.459698,2
11.531881,-10.43822,4
11.988806,-48.137596,8
15.847514,-0.03279178,4
-56.40269,6.04755,8
5.125429,3.3809242,4
-23.954712,-10.749357,6
-21.667841,53.669304,8
54.636063,55.204334,2
-15.584546,-12.915107,6
-58.65868,-35.67906,6
-25.0738,30.017595,6
1.6784652,25.921694,5
9.503091,53.115406,2
2.4876876,54.64522,2
35.71262,42.901993,2
4.645623,28.326893,6
6.229292,1.2352926,5
31.848217,-21.208097,6
-21.900192,0.1586827,4
24.75398,-13.041719,6
-36.515396,-61.776375,6
-35.125866,18.214539,4
27.685125,-11.98851,6
-57.533886,-23.105515,6
54.493538,-15.6163025,9
-17.19974,19.53539,8
13.66781,-13.695058,4
-7.3685946,-74.940704,6
14.958089,-5.0562625,3
-39.76727,-33.890915,6
49.103268,-21.019802,5
29.492218,-37.313103,2
-2.7535875,60.167034,2
-29.280882,41.373734,6
37.360703,-56.292927,8
-13.866649,21.740488,9
-11.345192,30.475754,6
-43.247925,-4.989835,6
-13.537391,73.291466,2
10.85757,70.7922,2
0.48894748,67.34269,2
-36.970207,38.789165,7
-19.937752,68.54814,2
8.730338,31.834799,2
-27.634819,20.223572,6
8.627768,-55.667286,6
-4.858296,-7.959512,4
-13.064167,13.989365,8
60.10505,29.97479,2
33.648315,13.63932,4
-26.659788,7.6250424,7
-7.4274445,57.756035,2
-40.97165,38.14779,7
67.53181,-1.2060944,2
-6.711255,50.010864,2
-54.38044,-7.3022995,8
46.97919,-4.7068973,6
-35.80714,-7.815494,7
-20.083355,33.817146,2
12.66034,11.36503,9
-57.153095,-24.186184,6
-3.3920524,-8.360298,8
24.351814,-11.053345,6
29.423353,4.0429845,8
13.710193,-13.270113,4
-56.160164,-22.25657,6
-5.9109435,-6.3422666,4
-56.156113,-43.258507,6
-10.494236,-61.046535,6
3.3686996,56.687897,2
15.044066,51.0327,2
-44.976162,51.592636,8
29.65543,52.00017,6
2.6170654,10.840855,9
0.0057475176,-44.21157,6
-50.15282,22.031593,7
9.983765,-16.145063,7
49.918255,16.7192,2
-54.912796,-41.906414,6
-62.77119,10.378992,8
-15.751698,-64.68155,6
-25.263277,-33.69541,6
-11.214785,-33.485836,6
-17.399164,21.899246,6
0.655231,-53.59349,6
-9.924853,-72.14921,6
8.23738,-9.944843,4
36.66804,-4.7486677,8
26.09767,-49.679604,6
66.916985,-4.157323,2
56.281685,-38.705128,1
-35.49499,20.58576,9
-44.55557,32.598583,7
1.2630928,-32.92664,6
-11.191696,17.801693,6
-7.030626,16.926308,8
14.553238,-25.801964,6
12.15336,-70.17002,1
-15.926745,-19.540207,6
0.9307412,-54.70399,2
-25.913597,-54.071217,6
40.98379,22.159124,2
18.605236,39.798695,6
53.443455,-36.131783,2
-53.357777,-26.222023,6
-44.727657,-12.245289,7
-9.796482,40.468586,6
-25.834764,25.353422,6
-8.037817,-17.57101,6
-36.378517,-61.792427,6
32.4613,-51.21154,6
-8.46943,2.6173394,4
0.032510996,67.94508,2
-11.409129,40.244095,2
-38.791656,56.732883,6
-1.2292472,-19.786968,8
-40.342335,-39.064213,6
3.809997,26.049585,4
3.6514125,39.003395,2
48.97926,32.04915,2
18.109539,40.677895,6
-5.5885153,2.6846461,5
18.054426,-56.660732,6
-2.3640635,1.4566382,4
19.99311,-72.600975,8
-37.232807,35.882156,7
-31.054792,33.949642,9
-30.725525,4.885422,7
44.997887,9.665612,6
-11.109872,-50.33181,6
-11.30129,-28.9447,6
-21.439276,41.712112,6
62.527782,3.2133243,2
-14.645491,-62.084732,6
-39.517212,-38.659756,6
-70.1518,8.257922,8
35.241676,-39.439667,2
7.6306887,-50.48105,2
-22.339634,-33.775597,6
38.37497,7.794965,4
14.866169,55.14261,2
-1.5900183,-13.13386,4
-50.565304,-40.287163,6
18.85602,-71.790886,2
-9.86338,18.354961,6
-7.41852,-2.636224,4
13.961281,13.05497,6
-58.49468,-31.215578,6
-26.048506,-13.827561,7
18.502922,47.77967,2
15.3504,-25.397758,6
38.09215,-42.497345,5
-17.934801,-43.52117,6
-54.412792,-46.38154,2
-1.9344552,43.491344,2
-37.016624,4.80915,6
5.7015953,25.536018,8
-28.850927,56.020283,6
-40.333477,-57.934063,6
-0.14852916,-51.997887,6
61.29672,-31.71283,2
3.6803954,25.64205,5
-14.514229,57.470367,2
-1.4659135,14.702444,2
-10.356513,-14.229179,2
19.128326,-8.743428,8
-46.708855,-11.507001,7
-51.37925,27.65208,7
-12.127108,4.8902426,4
38.70617,-17.311762,6
-25.967342,-0.09646067,2
34.95346,-41.424423,6
32.689114,-24.322605,6
-0.5695883,-55.30493,6
-15.975672,15.2245035,0
-14.374222,27.44069,8
-61.761276,3.0261984,8
49.55633,27.67401,2
50.855274,22.891617,2
-21.912994,21.870338,6
59.199856,-31.356943,2
-17.925438,-10.134708,8
-11.274836,40.319485,2
-55.638992,-7.378379,8
41.59289,16.212648,2
-7.0214515,-41.679478,6
-3.3008864,14.98916,3
-34.546455,-27.08941,6
38.81232,-26.178465,6
-43.477238,23.627453,7
-7.470965,-76.63677,6
-26.726065,-16.53339,6
-49.87492,26.081026,7
-69.1269,0.078042366,8
-46.33935,24.285627,6
70.9203,6.849725,2
-22.644066,-14.834503,6
-19.953064,10.326998,2
-13.528684,-4.5990963,4
-53.03352,-25.8205,6
-19.180676,-45.1895,6
-52.25143,26.578697,7
5.8003726,24.294426,5
5.339336,-0.00524971,4
30.242155,-11.588004,2
10.714153,-45.751278,6
11.457211,73.99138,2
-2.5074444,-1.7159283,4
-62.94151,20.165905,8
-35.065487,46.42792,8
-58.81548,-17.561514,8
-28.886421,56.047985,6
-4.8659782,-34.07714,2
5.092217,-9.577433,0
-9.572944,74.466484,6
-33.374153,-3.5503047,6
-4.8906455,-3.4017923,7
57.83121,28.010336,2
-15.166081,7.212939,4
70.72097,4.627565,2
3.7942538,-7.9813037,4
3.760131,-39.157997,6
18.565763,28.69011,2
-68.53728,13.995335,8
40.28106,-22.20065,2
-52.531025,36.2156,6
-8.369283,37.639507,2
-12.449168,39.687504,2
34.79169,14.445624,4
28.73415,53.568527,2
-60.276722,15.036105,6
59.271828,-31.374514,2
66.824005,34.32355,2
-37.63415,-27.150854,6
38.67746,48.091953,2
39.47963,-65.49176,5
-62.30475,-1.8621118,6
15.207768,-68.07085,2
29.873348,-16.746944,8
7.098038,6.72815,4
0.2640408,62.98262,2
67.12719,34.695457,2
13.542275,-49.14341,6
-32.505043,-61.548058,6
7.050323,-13.943939,6
26.104609,-49.662125,6
-31.653772,-17.91967,7
16.88986,-3.1854703,4
68.36014,4.5121584,2
-38.00131,39.87184,7
4.2306027,-25.123032,6
18.181023,12.715694,7
41.4244,-23.255825,9
4.86875,74.411446,2
61.615376,13.450533,2
-29.421375,18.815182,6
-38.15192,38.579247,7
-14.038876,-65.57916,6
-7.475808,18.362448,9
18.008957,-22.74293,4
42.03161,26.497717,2
40.29449,40.354477,6
29.509573,-25.722292,6
46.842133,-16.591286,6
1.802884,21.561,6
26.33704,23.834711,2
37.791496,5.053367,4
13.809445,-2.865918,4
20.005003,6.449912,6
-4.8991876,-34.18019,4
-46.667927,15.62604,6
-3.9766915,-35.486645,6
-8.506833,-37.57099,6
3.6223087,51.55703,2
31.235182,44.961628,2
5.1120324,-0.74910945,4
-11.898429,-61.402454,6
15.439254,-59.596672,6
-41.02484,-64.195045,8
5.1906567,-20.093637,4
-3.0130608,43.326603,2
-6.5837674,-75.64962,6
39.39294,-45.98819,5
-42.421135,2.010557,6
3.6689603,17.483704,4
-0.77186894,-43.292732,6
59.922092,-31.32367,2
8.852636,-73.30073,8
17.352705,20.271833,7
-31.793087,-45.76007,8
28.023104,-27.451078,6
-32.90772,-30.559938,6
18.917189,-18.958227,6
-6.3759217,22.66415,6
31.286837,-14.201394,9
-68.837135,-5.6956263,8
-56.422554,-17.29068,6
-36.540527,-19.665413,7
-55.563892,-49.312855,6
50.261047,13.064752,2
-75.68545,-4.6873455,8
3.971632,-3.6970558,4
-20.813862,11.320694,6
-70.58061,-13.113857,8
44.38951,-43.539135,8
-10.698201,-45.964207,6
9.886689,-15.706699,2
-17.328768,25.953266,6
-48.742203,14.492184,6
-18.870962,59.615192,6
-12.552846,-40.590103,6
-35.601364,60.434452,6
-1.9864053,-36.14421,6
-25.273617,21.447395,6
-15.253439,14.781293,8
24.495632,-38.010323,6
-25.744802,-54.34789,6
-59.94828,-40.863186,6
-22.041918,-31.39591,6
-10.0576515,-71.445076,6
-15.44243,-24.988457,6
-9.159499,-17.010302,8
-16.874016,43.27085,2
9.107485,-8.819404,4
37.650543,3.6062021,4
40.232224,-22.008116,9
-15.72891,27.731838,8
-21.1231,74.87838,2
-7.4700866,42.214607,2
-22.172249,-24.096119,7
10.410258,-9.851725,4
-36.986866,-13.970676,7
16.829561,48.419926,2
42.38785,49.576843,2
-10.103432,-44.444298,6
49.71381,-32.506496,6
41.462814,-27.072306,8
-20.626896,60.80595,2
15.828277,49.852703,2
-26.278587,10.313929,7
-20.106392,15.105899,8
-8.030738,22.768763,8
-31.848577,45.87791,6
4.965158,56.25805,2
-16.020578,2.7442672,4
41.76335,61.320267,2
-13.373685,-39.395927,8
21.24907,-36.710598,6
-56.683838,4.1585145,8
-19.286825,0.8809184,4
-68.809654,-2.6014848,8
-61.795387,36.785645,7
8.507968,52.67807,2
-45.690014,-11.046387,7
51.00586,-22.511656,8
46.667244,41.356407,6
11.135873,10.905049,2
-74.508026,-15.931486,8
-41.331875,-2.0087922,6
-4.599527,-30.416441,6
66.06873,-15.306449,9
-31.128984,-60.839165,6
12.567807,-36.50701,6
-38.663895,-8.205079,7
1.9638058,-53.314056,6
36.667797,-36.820942,7
43.56959,52.65026,2
39.248077,10.045049,4
22.651533,11.348072,1
-10.196817,75.341675,2
-63.035473,3.532076,8
17.378904,-23.161089,8
11.046227,-5.595902,4
-1.9640079,-36.20553,6
4.2019796,5.307236,4
-13.450585,63.24758,2
-24.134472,-32.79956,6
1.6661472,23.946363,6
45.053074,9.57771,2
-7.036345,26.388424,4
-24.187622,5.9124465,6
42.59913,21.041023,2
14.630137,17.890686,9
-5.3672104,43.644573,6
15.303231,39.873905,6
4.898475,20.653532,6
2.0282283,-27.817217,5
-7.1730933,19.81489,2
-37.168774,62.83507,6
-35.150066,-62.789127,6
16.62497,-2.9905329,4
51.46967,48.59839,2
-13.045888,35.45478,6
19.512127,-48.413975,6
-34.0629,36.630974,7
-25.096397,19.78045,6
-11.126335,-50.418762,8
35.56506,-29.829401,6
-33.360947,-3.4176424,6
-10.846701,-63.531296,6
10.517578,70.22254,2
-24.84136,-54.339878,6
-2.4370894,-2.5241086,4
35.392574,42.99779,2
46.32039,-6.796429,2
6.376744,1.6514009,4
-31.526005,-64.77571,6
-10.967135,7.6025543,4
17.227655,-12.074596,6
-27.460342,17.266464,6
60.465088,43.645428,2
29.266895,-29.92193,6
17.876202,44.73315,2
-31.168821,6.127549,7
-46.926636,18.408829,7
-18.86502,-11.559492,6
-38.976913,-18.731167,6
78.92074,-4.8888965,2
-34.182934,17.995668,4
2.142926,45.3683,2
24.541492,35.91143,2
61.443237,-13.253001,9
7.707606,-50.37429,6
49.874588,-31.508987,2
-36.31399,-19.655704,6
-18.905655,-0.23554635,4
-38.98268,3.6890728,6
-30.29746,-35.140724,6
-2.420713,-31.254251,4
-43.240208,14.948006,6
73.66594,7.8730264,2
54.21016,1.3954803,2
36.720753,-4.775977,8
-54.45301,-49.830357,6
28.769627,-38.612064,2
-6.4478645,-47.591732,6
3.3336966,-38.56406,6
-21.228313,53.103054,2
-7.097908,-16.660566,8
66.928604,21.744091,2
39.33405,-38.530537,0
18.30868,28.37726,2
-2.3532677,-54.8228,8
-42.000008,-47.919136,6
27.816082,-10.663065,9
-12.160646,39.54883,2
-38.91145,63.43887,6
51.883476,33.124565,2
14.959058,12.8209505,9
-31.803988,24.042131,6
-20.70951,-11.685986,6
49.202225,32.152195,2
43.29322,-17.900738,8
-47.215755,-9.370918,7
16.159435,-42.276928,6
-0.93308216,-47.62225,6
51.27672,3.030754,2
5.933767,-34.99538,6
26.045193,67.59358,6
-18.34854,23.993605,6
18.487598,-44.91144,6
-5.5933986,16.327728,8
-8.881289,5.4175167,4
18.140993,-21.241306,8
52.126133,8.263283,2
29.341314,4.168043,1
-63.59353,-32.84084,6
-6.347984,-46.339375,6
21.563831,-21.780857,4
-24.01981,-32.764236,6
-13.578257,-37.702766,8
-26.034143,-5.4119644,8
-35.10631,18.141897,4
10.813792,-45.000965,6
37.528713,-27.653381,6
34.484734,14.42112,4
-10.937749,-49.45853,6
-12.506287,9.744399,2
33.183712,-7.2529945,4
12.332024,15.660973,4
-69.89467,7.5104203,8
5.1925087,-34.233433,2
47.549557,41.33396,2
54.436413,21.851665,2
-4.86013,30.297142,2
-42.93816,22.760635,6
17.088669,52.40902,2
-11.547946,12.649974,3
-14.330352,24.952856,6
-22.711065,62.607685,2
-0.91742355,-44.8028,6
-1.2330842,-47.640903,6
0.52182883,-45.354237,6
-55.04577,40.65166,7
-21.246069,17.410812,8
-40.433693,-49.235806,3
35.850258,22.39509,2
3.9743237,-3.6881254,4
4.5143204,22.259699,8
-11.707258,-49.01345,6
59.810024,-12.805458,9
-39.044632,61.36822,6
-18.761347,-38.76903,6
69.67856,2.7272556,2
14.233406,-35.225845,6
-46.142334,-34.625263,6
-46.495373,-34.6146,6
37.36068,-56.292908,8
34.002335,20.134176,2
1.4036983,-49.912937,6
