index,amount,text,label,prediction
45,-1.1017397946293173,Brand 1: liberty guard inc. Brand 2: liberty guard inc. Merchant Category: charitable or social services organizations. Description: none.,4,4
46,-0.8028531920450985,Brand 1: wildcat wine and spirits. Brand 2: wildcat wine & spirits. Merchant Category: liquor wine package or beer stores. Description: wine store.,6,6
47,-0.12758669804679212,Brand 1: sckoon organics. Brand 2: sckoon. Merchant Category: durable goods (nec). Description: none.,6,6
48,-1.2808089487405254,"Brand 1: big time vapes. Brand 2: big time video out. Merchant Category: none. Description: vaporizer store in spindale, north carolina; view all; movie rental store in rutherfordton, north carolina.",6,6
49,-1.0195591259679284,Brand 1: aromi di napoli. Brand 2: aroma dinapoli. Merchant Category: bakeries. Description: bakery.,6,6
50,0.5105260764741373,"Brand 1: ziptrek sf. Brand 2: ziptrek sf. Merchant Category: amusement/recreational services not elsewhere classified. Description: alameda, catemporarily closed; south san francisco, ca; terry a francois blvd; near san francisco; near san francisco, ca.",2,2
51,-0.11175937411995802,"Brand 1: yost theater. Brand 2: the yost theater. Merchant Category: none. Description: theater in santa ana, california.",2,2
52,-0.026010238530389772,"Brand 1: spri. Brand 2: vvh psychiatric. Merchant Category: medical services and health practitioners (nec). Description: twitter • hours ago; twitter • day ago; municipality in colorado; twitter • days ago; mental health service in glenwood springs, colorado.",8,4
53,-2.3386713321855006,Brand 1: lulu carpenters. Brand 2: lulu carpenters ca. Merchant Category: none. Description: coffee shop.,2,2
54,1.2729288994507095,Brand 1: pcs receivables corp. Brand 2: pcs receivables co. Merchant Category: none. Description: none.,3,3
55,-1.0757099435195583,Brand 1: rezas pitch burgers and beer. Brand 2: reza's pitch. Merchant Category: restaurants or eating places. Description: hamburger restaurant.,2,2
56,3.2574043953177263,"Brand 1: metro mix. Brand 2: metro mix, llc. Merchant Category: contractors -- concrete work. Description: ready mix concrete supplier in north washington, colorado.",8,8
57,-0.3560037120335096,"Brand 1: brothers motorsports. Brand 2: brothers motor spo. Merchant Category: none. Description: motorsports store in baxter, minnesota.",6,6
58,-1.798135677210475,"Brand 1: city of madison parking utility. Brand 2: city of madison parkin. Merchant Category: automobile parking or parking lots. Description: city government office in madison, wisconsin.",7,7
59,-0.5125682789707183,"Brand 1: edna wine and spirits. Brand 2: west alameda liquors. Merchant Category: liquor wine package or beer stores. Description: liquor store; liquor store · w alameda aveopen ⋅ closes; near w alameda dr, lakewood, co; liquor store · w alameda pkwyopen ⋅ closes.",6,6
60,-0.9112276571939134,"Brand 1: air lanes bowling center. Brand 2: air lanes. Merchant Category: none. Description: bowling alley in des moines, iowa.",2,2
61,0.2763919809513869,"Brand 1: gilbert community education center. Brand 2: gilbert pub schcmty ed. Merchant Category: schools and educational services (nec). Description: community school in mesa, arizona; sports bar · e ray rdcloses soon ⋅; view all; near gilbert, az; wine bar · s gilbert rdopen ⋅ closes; high school · e elliot rdclosed ⋅ opens fri.",1,1
62,0.20812385699236063,"Brand 1: mirandas smooch a pooch salon. Brand 2: smooch a pooch sal. Merchant Category: none. Description: pet groomer in superior, wisconsin.",8,8
63,-2.109201226769218,"Brand 1: adams dry cleaners. Brand 2: adam's dry cleaning. Merchant Category: dry cleaners. Description: dry cleaner in north naples, florida; · dry ave sclosed ⋅ opens fri; · dry immokalee rd ste; near naples, fl; · dry airport-pulling rdclosed ⋅ opens fri.",8,8
64,0.12598388051598874,"Brand 1: oil depot. Brand 2: martin's oil depot llc. Merchant Category: automotive service shops (non-dealer). Description: oil change service in casa grande, arizona.",7,7
65,-0.4499324546271041,"Brand 1: industrial welding and supply. Brand 2: indust welding & suppl. Merchant Category: welding. Description: near industrial welding and supply, s front st, sterling, co; welder · s front st; environmental engineer · cucarola rdclosed ⋅ opens fri; near sterling, co.",8,8
66,-0.44175284762307787,"Brand 1: b ps alteration. Brand 2: bps alterations. Merchant Category: none. Description: clothing alteration service in greenville, north carolina.",8,8
67,0.43715533989936733,Brand 1: spaceway truck plaza. Brand 2: spaceway truck plaza. Merchant Category: automated fuel dispensers. Description: truck stop.,7,7
68,-0.35194453131843356,"Brand 1: napa auto parts. Brand 2: prairie automotive. Merchant Category: automotive parts accessories stores. Description: auto parts store in high prairie, alberta; tire shop · aveclosed ⋅ opens sat; auto parts store · aveclosed ⋅ opens fri; car dealer · st hwy ⋅ opens sat; near napa auto parts - prairie automotive & industrial supply ltd, ave, high prairie, ab, canada; view all.",6,6
69,2.705101832927345,Brand 1: hotel del coronado curio collection by hilton. Brand 2: hotel del coronado. Merchant Category: hotel del coronado. Description: hotel.,9,9
70,1.113693734395263,"Brand 1: new hope primary care. Brand 2: new hope primary c. Merchant Category: none. Description: medical office in wilson, north carolina; elementary school in wilson, north carolina.",4,4
71,1.2985858460653943,"Brand 1: shades diesel. Brand 2: shade's diesel. Merchant Category: none. Description: truck repair shop in roosevelt, utah.",7,7
72,1.1162310105300326,"Brand 1: new york new york hotel and casino. Brand 2: new york new york   rs. Merchant Category: new york-new york hotel + casino. Description: casino; view all; near las vegas, nv; · $$irish pub · las vegas, nv; casino · las vegas, nvritzy lodging with a roller coaster; · $chinese · las vegas, nvcloses soon ⋅.",9,9
73,2.079506536796997,"Brand 1: sunland restaurant equipment. Brand 2: sunland restaurant. Merchant Category: none. Description: restaurant supply store in calexico, california.",5,6
74,-0.9897637702710537,Brand 1: baumholder bk. Brand 2: baumholder bk. Merchant Category: fast food restaurants. Description: none.,2,2
75,-0.09593830212201915,"Brand 1: family dollar. Brand 2: dollar box llc. Merchant Category: none. Description: near hempstead, ny; front stclosed ⋅ opens; clinton st unit bclosed ⋅ opens; grocery store.",6,6
76,-0.9201312810593795,"Brand 1: jimmy cleans. Brand 2: jimmy cleans. Merchant Category: none. Description: car wash in monroe, north carolina.",7,7
77,0.37096145935787,"Brand 1: dr. eric j. stelnicki md. Brand 2: dr eric stelnicki. Merchant Category: none. Description: plastic surgeon in fort lauderdale, florida.",4,4
78,-1.8199694051244026,"Brand 1: donut taco palace i. Brand 2: donut taco palace. Merchant Category: none. Description: · $donuts · w us hwy service rdclosed ⋅ opens fri; near austin, tx; · $donuts · w slaughter lnclosed ⋅ opens fri; near donut taco palace iii, n lamar blvd, austin, tx.",6,2
79,1.4924003808409547,"Brand 1: jupiter chevrolet. Brand 2: jupiter chevrolet. Merchant Category: none. Description: chevrolet dealer in garland, texas.",6,6
80,-0.08041892759748798,Brand 1: foxglove cottage. Brand 2: foxglove cottage. Merchant Category: none. Description: view all.,6,6
81,-0.5447648746841303,"Brand 1: summit liquor. Brand 2: summit liquor. Merchant Category: liquor wine package or beer stores. Description: near keystone, co; wine store · dillon, coclosed ⋅ opens fri; liquor store · breckenridge, coclosed ⋅ opens fri; liquor store · ⋅ opens fri.",6,6
82,-0.5305218903742883,"Brand 1: cherry health center. Brand 2: cherry health center. Merchant Category: chiropractors. Description: pain management physician in springfield, missouri.",4,4
83,-0.9800695522339752,"Brand 1: s and s cafeteria. Brand 2: s&s cafeteria #. Merchant Category: none. Description: riverside drclosed ⋅ opens; near macon, ga; bloomfield village drclosed ⋅ opens.",2,2
84,-0.8293517664935884,"Brand 1: john meier and sons. Brand 2: j meier & sons inc.. Merchant Category: hardware stores. Description: hardware store in murrysville, pennsylvania.",6,6
85,2.3368863449159214,"Brand 1: johnstone supply. Brand 2: johnstone supply boynton. Merchant Category: air conditioning or refrigeration repair shops. Description: heating equipment supplier in boynton beach, florida.",8,8
86,1.5007974819100496,"Brand 1: aladdin gift flowers. Brand 2: tlf aladdin gift f. Merchant Category: none. Description: view all; flower delivery in santa ana, california.",6,6
87,-1.178495865829535,"Brand 1: aramark. Brand 2: aramark ihop. Merchant Category: none. Description: n st; oliver hill wayclosed ⋅ opens; sandston, vaclosed ⋅ opens; near richmond, va; willow lawn drclosed ⋅ opens; s laburnum aveclosed ⋅ opens; midlothian turnpikeclosed ⋅ opens.",2,2
88,-1.5521201437202525,"Brand 1: seattles best coffee. Brand 2: seattles best coffee. Merchant Category: restaurants or eating places. Description: near south lake tahoe, ca; pioneer trailclosed ⋅ opens fri; emerald bay rdclosed ⋅ opens fri; lake tahoe blvdclosed ⋅ opens fri.",2,2
89,0.31226049980295556,"Brand 1: ken garff west valley ford. Brand 2: henry day ford. Merchant Category: auto/truck dealers new/used sale repair parts & lease. Description: ford dealer in west valley city, utah.",6,6
90,0.07441804401196934,Brand 1: mmawarehouse.com. Brand 2: mmawarehouse.com. Merchant Category: family clothing stores. Description: none.,6,6
91,2.5068941262366793,"Brand 1: berman infiniti chicago. Brand 2: bermans infiniti chica. Merchant Category: auto/truck dealers new/used sale repair parts & lease. Description: infiniti dealer in chicago, illinois.",6,6
92,0.21843502866359513,Brand 1: raising canes chicken fingers. Brand 2: raising canes chic. Merchant Category: none. Description: chicken restaurant.,2,2
93,0.09944745748791746,Brand 1: southpaw toons. Brand 2: southpawtoons com. Merchant Category: record shops. Description: view all.,6,6
94,0.6865022904286626,Brand 1: debra s goyette. Brand 2: debra s goyette. Merchant Category: barber or beauty shops. Description: none.,8,8
95,0.587074445520114,"Brand 1: roses fashions. Brand 2: rose's fashions. Merchant Category: women's ready-to-wear stores. Description: fashion accessories store in green valley, arizona.",6,6
96,0.6202366888215156,"Brand 1: el patio latino peruvian restaurant. Brand 2: de maio restaurant. Merchant Category: restaurants or eating places. Description: peruvian restaurant; · $$italian · s washington blvdclosed ⋅ opens fri; · $$italian · n lime aveclosed ⋅ opens fri; · $$restaurant · main st ⋅ opens fri; near sarasota, fl.",2,2
97,-1.1017397946293173,"Brand 1: details auto wash. Brand 2: details auto wash. Merchant Category: car washes. Description: car wash in bellingham, washington.",7,7
98,0.6279256468001241,Brand 1: pramac america ll of. Brand 2: pramac america ll of. Merchant Category: electrical parts and equipment. Description: none.,6,6
99,0.7742835470396854,Brand 1: lee lee international supermarkets. Brand 2: tucson grocery out. Merchant Category: none. Description: asian grocery store; grocery store.,6,6
100,-0.6645124167902294,"Brand 1: the shaving bar. Brand 2: the shaving bar. Merchant Category: barber or beauty shops. Description: barber supply store in surprise, arizona.",6,6
101,-0.46282197363888977,"Brand 1: hot cakes. Brand 2: hot cakes. Merchant Category: restaurants or eating places. Description: kearney stclosed ⋅ opens fri; e aveclosed ⋅ opens fri; near denver, co; st mallclosed ⋅ opens sat; american restaurant.",5,2
102,-1.2657369615917555,"Brand 1: blue cypress books. Brand 2: bluecypressbooks. Merchant Category: book stores. Description: bookstore in new orleans, louisiana.",6,6
103,-0.6313126433123171,"Brand 1: seasons best. Brand 2: seasons best llc. Merchant Category: none. Description: gift shop in gatlinburg, tennessee.",6,6
104,0.561515444320082,Brand 1: sherwood court. Brand 2: sherwood co op # qpe. Merchant Category: gas/service stations with/without ancillary services. Description: view all.,2,7
105,0.6742018440068331,"Brand 1: port of subs. Brand 2: rajendra lallu. Merchant Category: variety stores. Description: frederick stclosed ⋅ opens; near port of spain, trinidad and tobago; edward street; independence square nclosed ⋅ opens; view all.",2,2
106,-0.22822400574891508,"Brand 1: hales sand and gravel. Brand 2: hales s & g elsinore. Merchant Category: contractors -- concrete work. Description: asphalt contractor in sevier county, utah.",8,8
107,-2.1711357464194916,"Brand 1: springs liquor outlet. Brand 2: springs liquor out. Merchant Category: liquor wine package or beer stores. Description: liquor store; liquor store · colorado springs, cocloses soon ⋅; liquor store · glenwood springs, cotemporarily closed; liquor store · colorado springs, coopen ⋅ closes; near colorado.",6,6
108,-0.24438238981477287,Brand 1: sq *jt ellison. Brand 2: sq *jt ellison. Merchant Category: misc personal services not elsewhere classified. Description: none.,8,8
109,-1.0140600236529744,Brand 1: smith mountain lake state park. Brand 2: smith mountain tra. Merchant Category: none. Description: state park in virginia; view all.,2,2
110,-0.5452781916650461,Brand 1: fairway market. Brand 2: fairway market #. Merchant Category: grocery stores or supermarkets. Description: grocery store.,6,6
111,0.3393742041281776,"Brand 1: fitness business. Brand 2: fitness business n. Merchant Category: none. Description: view all; personal trainer in kelowna, british columbia.",4,4
112,-0.3761917064849225,"Brand 1: squam lakeside farm. Brand 2: squam lakeside farm. Merchant Category: campgrounds or trailer parks. Description: campground · us route suite atemporarily closed; near holderness, nh; ice cream shop · ⋅ opens fri.",2,2
113,0.5381173304954802,"Brand 1: groomingdales pet salon. Brand 2: groomingdale's pet sal. Merchant Category: misc personal services not elsewhere classified. Description: pet groomer in catalina foothills, arizona.",8,8
114,-0.5229930295951242,Brand 1: pitas in paradise. Brand 2: pitas in paradise. Merchant Category: restaurants or eating places. Description: mediterranean restaurant.,2,2
115,-0.4124452472329036,"Brand 1: bonsai sushi. Brand 2: bonsai sushi. Merchant Category: restaurants or eating places. Description: japanese restaurant in upper arlington, ohio; sushi restaurant in dallas, texas.",2,2
116,-0.11025361227274587,Brand 1: hibachi buffet. Brand 2: hibachi buffet. Merchant Category: restaurants or eating places. Description: chinese restaurant.,2,2
117,-1.2000189250969717,"Brand 1: handley regional library. Brand 2: gerrard street lib. Merchant Category: none. Description: library in winchester, virginia; near w gerrard st, winchester, va; title company · w gerrard sttemporarily closed; gas station · e gerrard st; · $convenience store · e gerrard stopen hours.",2,2
118,1.544687093226579,Brand 1: flourishing art. Brand 2: flourishing age*realyp. Merchant Category: direct marketers (nec). Description: view all.,6,6
119,0.9538599395881686,"Brand 1: in style nails. Brand 2: mg style. Merchant Category: barber or beauty shops. Description: nail salon in lone tree, colorado.",8,8
120,0.0006762193485557153,"Brand 1: c p cuts beauty salon. Brand 2: cp cuts beauty sal. Merchant Category: none. Description: beauty salon in brownsville, texas.",8,8
121,-0.7470312749005564,"Brand 1: phelan veterinary supply. Brand 2: phelan vet supply. Merchant Category: veterinary services. Description: pet supply store in phelan, california; · animal feed storephelan, caclosed ⋅ opens fri; · animal hospitalphelan, caclosed ⋅ opens fri; · veterinarianphelan, caclosed ⋅ opens fri; near phelan, ca.",6,4
122,-0.20761875210032713,"Brand 1: spring lake park goony golf mini golf. Brand 2: goony golf of spring l. Merchant Category: amusement/recreational services not elsewhere classified. Description: consultant; near spring lake park, mn; miniature golf course · coon rapids, mnclosed ⋅ opens frilong-running mini-golf course with rides; miniature golf course in coon rapids, minnesota.",2,2
123,0.389732370562298,"Brand 1: kwong pearl chu md. Brand 2: pearl chu kwong md. Merchant Category: none. Description: pediatric dermatologist in jacksonville, florida.",4,4
124,0.10454716344116287,Brand 1: china luck. Brand 2: china luck. Merchant Category: restaurants or eating places. Description: restaurant.,2,2
125,0.075855543437073,Brand 1: windfall. Brand 2: windfall. Merchant Category: none. Description: bar & grill.,8,2
126,1.5179875086140382,"Brand 1: jeffrey katz law office. Brand 2: jeffrey a. katz atty. Merchant Category: attorneys or legal services. Description: lawyer in tucson, arizona.",8,8
127,1.6995960221839754,"Brand 1: dr. jay n. gordon md. Brand 2: jay n. gordon m.d.. Merchant Category: none. Description: pediatrician in santa monica, california.",4,4
128,-0.01979441118397575,"Brand 1: scrap your trip. Brand 2: scrap your trip. Merchant Category: hobby toy or games stores. Description: scrapbooking store in orlando, florida.",6,6
129,1.2092409709958187,"Brand 1: golden carriage florist. Brand 2: tlf*golden carriage fl. Merchant Category: florists. Description: florist in kissimmee, florida.",6,6
130,0.16530650999008678,"Brand 1: sprocket communications. Brand 2: sprocket communica. Merchant Category: none. Description: internet service provider in tucson, arizona.",0,0
131,-0.02736781023175976,Brand 1: nmt seminars. Brand 2: nmt seminars. Merchant Category: schools and educational services (nec). Description: none.,1,1
132,0.09944745748791746,"Brand 1: kovach eye institute. Brand 2: kovach eye institut. Merchant Category: ophthalmologists or optometrists. Description: ophthalmologist in elmhurst, illinois.",4,4
133,-1.520880588392787,Brand 1: hemet asian market. Brand 2: hemet asian market llc. Merchant Category: misc food stores - specialty markets & convenience. Description: asian grocery store.,6,6
134,0.24783241742109996,"Brand 1: rodriguez paul r dds. Brand 2: paul r rodriguez, dds. Merchant Category: dentists or orthodontists. Description: dentist in colorado springs, colorado.",4,4
135,-0.9201312810593795,"Brand 1: fence products international. Brand 2: fence products int. Merchant Category: construction materials (nec). Description: building materials store in loveland, colorado; building materials store · st seclosed ⋅ opens fri; fence supply store · st seclosed ⋅ opens fri; fence contractorclosed ⋅ opens fri; near loveland, co.",6,6
136,0.7197258440654175,Brand 1: jill richardson. Brand 2: sq *jill richardso. Merchant Category: none. Description: none.,1,5
137,0.9494531647087019,"Brand 1: petland southpoint. Brand 2: petland south point. Merchant Category: pet shops pet foods and supplies stores. Description: pet store in the burlington, ohio.",6,6
138,2.965332227822298,Brand 1: catskill mountain pizza. Brand 2: catskill mountain. Merchant Category: none. Description: pizza restaurant.,2,2
139,1.364917510094115,"Brand 1: pocono farm stand and nursery. Brand 2: pocono farmstand n. Merchant Category: none. Description: farmers' market in tannersville, pennsylvania.",5,6
140,-0.7663385667036188,Brand 1: paul schats bakery. Brand 2: paul schat's bakery. Merchant Category: restaurants or eating places. Description: bakery.,6,2
141,1.5179875086140382,"Brand 1: usc. Brand 2: usc carolina card. Merchant Category: none. Description: public university in columbia, south carolina.",6,1
142,0.671327824330229,"Brand 1: city bistro tea house and coffee company. Brand 2: bistro de leon. Merchant Category: none. Description: near st. augustine, fl; · $$restaurant · n ponce de leon blvdclosed ⋅ opens fri; · $$coffee shop · st george stclosed ⋅ opens fri; · $$mediterranean · san marco aveclosed ⋅ opens fri; · $$colombian · n ponce de leon blvdclosed ⋅ opens fri; near de leon pl, st. augustine, fl; bistro · king stclosed ⋅ opens fri.",2,2
143,-0.2565351749399438,Brand 1: big hoss grill. Brand 2: big hoss grill. Merchant Category: restaurants or eating places. Description: grill.,2,2
144,-0.022221040914908004,"Brand 1: alon. Brand 2: alon  eleven #. Merchant Category: none. Description: gas s crane aveopen; gas e stopen ⋅ closes; near odessa, tx; gas e university blvdopen ⋅ closes; convenience n grant avetemporarily closed; convenience eastridge rdopen hours; gas s grandview aveopen hours.",6,7
145,0.31868014432027203,"Brand 1: bonita cute. Brand 2: bonita cute. Merchant Category: none. Description: view all; children's clothing store in tucson, arizona.",6,6
146,-0.7536373505067036,Brand 1: ohana hawaiian bbq. Brand 2: ohana hawaiian bbq. Merchant Category: fast food restaurants. Description: hawaiian restaurant.,2,2
147,0.25746405700701036,"Brand 1: the goat. Brand 2: the goathead saloon. Merchant Category: restaurants or eating places. Description: restaurant; bar in mesa, arizona.",2,2
148,1.6995960221839754,"Brand 1: art auto body. Brand 2: art auto body inc. Merchant Category: none. Description: auto body shop in west nyack, new york.",6,7
149,1.2277025955396577,"Brand 1: liquid the salon. Brand 2: liquid the salon ltd. Merchant Category: barber or beauty shops. Description: beauty salon in clark county, nevada.",8,8
150,0.8628489291673488,"Brand 1: philmont scout ranch. Brand 2: philmont scout ranch. Merchant Category: apparel and accessory shops -- miscellaneous. Description: view all; ranch in colfax county, new mexico.",6,6
151,-1.48425885008525,"Brand 1: alfredos mexican food. Brand 2: alfredos mex. inc. Merchant Category: none. Description: mexican restaurant; · $mexican · mission aveclosed ⋅ opens fri; · $mexican · n coast hwy; near oceanside, ca.",2,2
152,-0.27511153133181265,"Brand 1: la adelita. Brand 2: la adelita. Merchant Category: bakeries. Description: bakery · e washington blvd # ⋅ opens fri; · $nicaraguan · s union aveclosed ⋅ opens fri; mexican · w pico blvdclosed ⋅ opens fri; view all; near los angeles, ca.",2,6
153,-0.869642906794206,"Brand 1: booktown usa. Brand 2: booktown usa. Merchant Category: book stores. Description: used book store in anaheim, california.",6,6
154,0.6207270422306929,"Brand 1: warrior way commissary. Brand 2: ft hood ii commissary. Merchant Category: grocery stores or supermarkets. Description: grocery store; near fort hood, tx; warrior wayclosed ⋅ opens fri; clear creek rdclosed ⋅ opens fri.",6,6
155,-0.07752364156197236,Brand 1: island gift shop. Brand 2: island gift shop. Merchant Category: card gift novelty or souvenir shops. Description: resort hotel.,6,6
156,1.5576960690427775,"Brand 1: fusion dental. Brand 2: fsd reston sunrise. Merchant Category: none. Description: dentist in reston, virginia; dental clinic · sunrise valley dr suite ⋅ opens mon; dentist · sunset hills rd ste ⋅ opens; view all; near reston, va.",4,4
157,-0.6474521192964141,"Brand 1: pixley auto parts and farm supply. Brand 2: pixley auto parts. Merchant Category: none. Description: auto parts store in pixley, california.",6,6
